,BP_mmHg_Avg,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,Rain_mm_Tot,AirTC_Avg,RH,SlrW_Avg,SlrMJ_Tot,UV_Avg,min_BP_mmHg_Avg,min_WS_ms_S_WVT,min_WindDir_D1_WVT,min_WindDir_SD1_WVT,min_Rain_mm_Tot,min_AirTC_Avg,min_RH,min_SlrW_Avg,min_SlrMJ_Tot,min_UV_Avg,max_BP_mmHg_Avg,max_WS_ms_S_WVT,max_WindDir_D1_WVT,max_WindDir_SD1_WVT,max_Rain_mm_Tot,max_AirTC_Avg,max_RH,max_SlrW_Avg,max_SlrMJ_Tot,max_UV_Avg
2017-07-20,761.5013888888889,2.185104166666667,160.6727708333333,29.47238888888888,0.0,22.47756944444445,44.792638888888895,234.03644444444458,0.7021074896527779,42.90411805555557,759.9,0.191,1.839,5.874,0.0,12.87,23.67,0.0,0.0,-0.001,763.2,4.016,354.1,91.2,0.0,30.53,73.0,945.0,2.834482,174.3
2017-07-21,762.4805555555562,2.1638124999999984,149.81812499999995,26.948055555555566,0.0,22.480833333333344,34.76222222222221,330.39282638888886,0.991142158594444,62.9236527777778,760.8,0.491,12.94,9.21,0.0,10.1,13.99,0.0,0.0,0.0,763.9,4.5,266.6,80.9,0.0,30.09,77.73,912.0,2.735439,196.9
2017-07-22,763.8569444444446,1.5007291666666667,130.8125069444444,31.141041666666663,0.0,21.87236111111111,37.489999999999995,327.1954652777778,0.981530986222222,62.33686111111112,762.2,0.20800000000000002,1.107,10.75,0.0,10.72,14.03,0.0,0.0,-0.001,765.3,3.43,359.0,68.0,0.0,30.91,69.75,903.0,2.709419,195.4
2017-07-23,762.4333333333333,1.5368402777777783,126.93599305555563,30.847430555555547,0.0,21.883055555555554,43.25722222222223,289.26291666666674,0.8678429514652779,55.15630555555553,759.8,0.18899999999999997,2.653,11.51,0.0,10.87,16.14,0.0,0.0,-0.001,764.4,3.392,356.2,82.7,0.0,33.44,77.99,885.0,2.656078,191.1
2017-07-24,760.5215277777779,2.4244583333333343,145.3105555555557,25.614999999999995,0.0,24.508333333333333,33.84451388888892,310.53855555555555,0.9316280583333337,58.84938194444443,759.7,0.6970000000000001,15.52,13.27,0.0,14.03,9.44,0.0,0.0,-0.001,761.7,5.065,348.5,47.74,0.0,33.5,62.45,932.0,2.796273,194.0
2017-07-25,762.1965277777786,2.0860347222222226,122.74409722222218,23.161944444444444,0.0,20.8945138888889,54.626597222222216,191.92198611111104,0.5757742132902778,37.643708333333336,760.6,0.166,8.27,11.5,0.0,14.38,34.95,0.0,0.0,-0.001,763.6,5.557,359.9,54.38,0.0,27.35,75.71,847.0,2.540569,171.1
2017-07-26,764.497222222222,1.7628680555555551,154.54685416666666,31.247152777777785,0.022930555555555555,19.43993055555555,65.0179166666667,214.48350694444443,0.6434497424583335,44.06554861111109,763.0,0.264,5.247000000000001,11.72,0.0,13.28,40.87,0.0,0.0,-0.215,765.9,5.233,359.4,83.1,0.762,27.38,85.1,881.0,2.6427970000000003,194.2
2017-07-27,764.4312500000002,1.8348402777777777,128.37778472222217,28.290277777777796,0.0,17.84555555555556,69.33513888888885,224.71909722222216,0.6741856408472219,44.40216666666665,763.1,0.345,1.9909999999999999,12.83,0.0,11.31,33.4,0.0,0.0,-0.259,765.4,8.62,350.4,80.1,0.0,27.07,93.8,883.0,2.650261,192.9
2017-07-28,763.6458333333335,1.3426041666666666,140.9019861111111,32.58743055555556,0.0,20.18722222222222,57.14652777777777,305.2466527777776,0.9157149590138892,58.534298611111076,762.1,0.37,2.004,11.58,0.0,9.77,23.47,0.0,0.0,-0.001,765.1,2.326,355.4,90.8,0.0,29.79,93.7,942.0,2.826041,198.8
2017-07-29,764.0451388888889,1.4758749999999998,132.37152777777774,30.975138888888896,0.0,22.010902777777787,48.59534722222225,310.1351944444445,0.9303541191875002,60.27000694444444,763.2,0.235,4.186,10.63,0.0,12.11,16.58,0.0,0.0,-0.001,765.0,5.582000000000001,354.0,92.1,0.0,32.18,85.4,879.0,2.63734,189.8
2017-07-30,765.522916666667,1.5693472222222222,104.80759722222227,29.756666666666668,0.0,22.13930555555556,45.69312500000003,290.7306944444444,0.8721862985069445,53.56491666666665,764.7,0.345,7.322,8.96,0.0,10.87,15.02,0.0,0.0,-0.001,766.5,6.815,350.8,92.3,0.0,33.72,85.4,890.0,2.669075,176.0
2017-07-31,765.8354166666667,1.3712708333333339,140.57410416666656,32.15241666666667,0.0,22.775486111111114,43.08381944444445,310.82069444444437,0.9324917457013887,58.66136111111112,764.2,0.095,2.82,6.757999999999999,0.0,10.63,11.63,0.0,0.0,-0.001,767.5,4.588,356.8,83.4,0.0,33.96,83.9,871.0,2.613781,184.2
2017-08-01,764.8902777777777,1.795041666666667,134.65507638888892,28.18729166666668,0.0,23.235555555555553,39.82805555555555,288.3282569444444,0.864986972430556,51.406770833333304,762.8,0.261,7.9910000000000005,8.3,0.0,12.24,11.92,0.0,0.0,-0.001,766.6,4.493,356.5,77.43,0.0,33.38,75.85,847.0,2.540648,165.5
2017-08-02,764.3340277777775,2.038097222222222,78.83479166666665,23.337986111111114,0.0,22.845347222222227,35.7442361111111,300.0547361111113,0.9001661547152779,52.562993055555566,762.4,0.889,9.1,11.53,0.0,12.31,11.43,0.0,0.0,-0.001,765.9,4.1530000000000005,352.1,77.52,0.0,33.34,68.61,870.0,2.610099,172.4
2017-08-03,763.4395833333333,2.2401319444444456,124.68326388888886,26.127499999999984,0.0,22.77402777777776,36.481597222222234,295.33187499999997,0.8860321369305557,52.13052083333334,760.9,0.428,24.26,11.12,0.0,12.81,15.19,0.0,0.0,-0.001,765.0,3.9539999999999997,356.7,99.8,0.0,32.38,62.57,861.0,2.584031,170.7
2017-08-04,760.4729166666671,2.3625,133.9436111111111,26.471805555555555,0.0,21.95180555555555,39.66125000000002,290.3775208333332,0.8711400864374998,50.634347222222225,757.6,0.325,7.71,15.35,0.0,10.87,15.46,0.0,0.0,-0.001,762.1,4.302,258.9,68.48,0.0,32.12,77.44,838.0,2.515172,160.9
2017-08-05,759.7333333333338,1.95929861111111,130.28236111111107,28.103541666666658,0.0,21.356111111111105,33.67104166666667,274.98776388888894,0.8249545749097227,45.155013888888895,758.2,0.504,10.16,10.53,0.0,10.48,15.7,0.0,0.0,-0.001,760.8,3.807,327.0,77.56,0.0,30.0,63.98,819.0,2.455532,149.9
2017-08-06,761.9694444444443,2.2136458333333344,67.51717361111109,23.2463888888889,0.0,20.08972222222222,43.780625000000015,276.9677430555558,0.8309466239861112,42.54082638888889,760.9,0.562,2.4330000000000003,11.19,0.0,11.32,14.79,0.0,0.0,-0.001,763.4,3.2439999999999998,357.5,61.1,0.0,29.18,76.31,948.0,2.845302,162.3
2017-08-07,763.7222222222221,2.3624861111111093,117.5653472222222,21.257638888888884,0.0,18.934305555555554,42.53951388888889,202.82572916666675,0.6084733525277776,33.147756944444446,762.6,0.494,28.48,10.18,0.0,9.71,26.37,0.0,0.0,-0.001,764.6,3.839,206.8,52.15,0.0,26.76,66.15,720.2,2.160533,119.4
2017-08-08,764.2194444444442,1.8788888888888886,122.91149305555551,27.44402777777778,0.0,19.046597222222218,51.81479166666667,203.94317361111106,0.6118182963402777,36.68722222222222,763.1,0.07,0.857,11.29,0.0,13.03,27.95,0.0,0.0,-0.001,765.5,4.806,359.8,80.1,0.0,27.61,73.84,902.0,2.7046740000000002,159.6
2017-08-09,764.6013888888893,1.7475624999999995,123.23494444444447,28.54423611111111,0.0,17.98979166666667,58.62083333333333,244.22180555555542,0.7326702582361111,39.829402777777766,762.9,0.5529999999999999,3.037,12.65,0.0,10.16,20.22,0.0,0.0,-0.001,765.4,5.216,353.0,89.1,0.0,27.92,88.5,788.8,2.366503,136.2
2017-08-10,765.0819444444437,1.1475902777777776,133.5506319444445,31.675486111111127,0.0,18.457618055555553,52.61152777777776,272.8054722222222,0.818415899326389,46.929861111111094,763.7,0.242,0.807,10.29,0.0,7.624,16.84,0.0,0.0,-0.001,766.3,2.455,358.0,94.5,0.0,28.56,88.6,808.0,2.424173,153.2
2017-08-11,763.6145833333336,1.390902777777778,119.1456388888889,31.550458333333324,0.0,19.456041666666668,46.31152777777777,245.47714583333325,0.7364411932430556,39.34235416666668,761.9,0.132,0.711,6.806,0.0,9.03,17.35,0.0,0.0,-0.001,764.8,5.266,359.0,87.2,0.0,30.62,78.49,759.8,2.279441,129.6
2017-08-12,761.6652777777771,1.820298611111112,142.92680555555543,28.310208333333335,0.0,21.212430555555557,41.06555555555558,268.2547986111112,0.8047573486111109,50.65462499999999,759.6,0.18100000000000002,8.78,8.97,0.0,9.59,18.78,0.0,0.0,-0.001,763.1,5.555,358.1,64.96,0.0,30.73,75.09,845.0,2.5358669999999996,172.3
2017-08-13,759.6173611111109,2.813937499999999,188.80777777777777,27.103680555555556,0.0,21.749513888888885,41.20062500000001,217.8889583333333,0.6536630039930553,42.16280555555554,758.2,0.061,0.43,11.89,0.0,13.03,22.51,0.0,0.0,-0.001,761.0,6.443,359.5,75.31,0.0,28.41,68.87,847.0,2.541722,174.0
2017-08-14,759.4652777777778,2.830381944444444,184.2895138888888,22.051180555555547,0.0017638888888888888,16.297152777777775,65.97270833333332,166.30586805555566,0.4989198880555555,32.65895833333333,758.1,0.423,20.39,10.43,0.0,12.76,49.98,0.0,0.0,-0.001,760.4,6.415,358.9,54.07,0.254,19.33,80.9,723.0,2.169075,140.3
2017-08-15,759.8756944444442,1.5347152777777773,165.5881944444444,29.33513888888891,0.0,16.898819444444452,58.19312499999998,233.7857291666667,0.7013595832083335,47.38290277777777,759.0,0.21899999999999997,10.58,10.82,0.0,9.76,27.72,0.0,0.0,-0.001,760.7,3.594,349.2,91.3,0.0,24.77,88.6,872.0,2.616271,184.7
2017-08-16,761.4506944444441,1.9832638888888898,146.37335416666667,27.710486111111113,0.0,18.527375000000003,46.09395833333334,282.1367430555557,0.8463929987847224,54.23047222222223,760.4,0.32799999999999996,5.5729999999999995,11.15,0.0,7.462999999999999,18.51,0.0,0.0,-0.001,762.8,4.276,359.0,76.95,0.0,27.47,86.5,853.0,2.559514,181.7
2017-08-17,762.529861111111,2.7519374999999986,195.9520416666666,27.34965277777778,0.0,21.360902777777778,31.52500000000001,276.8608055555556,0.8305566516319444,50.70359722222223,761.1,0.303,4.874,16.45,0.0,11.48,19.38,0.0,0.0,0.0,763.5,4.226,343.6,79.51,0.0,28.42,61.54,835.0,2.504476,170.3
2017-08-18,763.3111111111108,2.312361111111112,151.69956944444442,28.424236111111114,0.0,20.299791666666675,35.64020833333334,284.7999791666668,0.8544035295972218,54.53211111111112,761.8,0.302,0.242,13.67,0.0,8.33,18.21,0.0,0.0,-0.001,764.7,4.864,357.8,78.95,0.0,28.83,73.74,835.0,2.506374,180.1
2017-08-19,761.2513888888886,2.347145833333334,149.88749999999996,28.138194444444437,0.0,20.126680555555563,34.87034722222222,271.32100694444466,0.8068339663333334,45.44018055555554,759.1,0.255,4.694,10.75,0.0,7.707000000000001,14.0,0.0,0.0,-0.001,762.6,5.19,359.6,83.0,0.0,29.99,74.11,946.0,2.8377310000000002,171.3
2017-08-20,761.5305555555557,2.4127083333333323,185.75541666666672,26.616458333333338,0.0,20.566944444444438,32.61993055555555,269.25636111111095,0.8077784917986113,47.09540277777778,760.1,0.253,0.973,9.57,0.0,10.38,15.29,0.0,0.0,0.0,762.9,4.922,337.3,75.85,0.0,27.87,66.37,810.0,2.430304,155.3
2017-08-21,763.7409722222219,1.8233402777777787,143.93214583333338,27.378958333333344,0.0,19.207798611111105,34.94062500000001,239.33513194444444,0.7179987577013889,43.61522916666666,761.8,0.22,1.0,11.27,0.0,7.872999999999999,17.4,0.0,0.0,-0.001,764.7,3.576,242.4,75.7,0.0,27.71,65.77,817.0,2.45226,169.6
2017-08-22,764.48125,1.2973958333333326,145.0975694444445,31.852916666666676,0.0,19.437263888888893,39.887569444444466,273.62137500000006,0.8178921517916664,49.94177777777778,762.6,0.131,2.301,9.83,0.0,7.247000000000001,12.97,0.0,0.0,-0.001,766.1,2.944,359.5,86.9,0.0,30.83,76.41,823.0,2.469375,169.4
2017-08-23,763.6145833333326,1.610618055555556,153.8073611111112,28.011249999999997,0.0,18.452708333333344,47.90923611111111,191.41660416666673,0.5742572337847224,37.54744444444444,762.3,0.221,11.91,9.6,0.0,9.74,28.51,0.0,0.0,-0.001,764.7,5.114,345.8,74.62,0.0,27.01,70.14,806.0,2.4194720000000003,158.5
2017-08-24,761.1729166666669,2.037986111111111,124.19299305555569,27.146041666666676,0.0,19.050277777777787,53.86472222222224,251.52456249999997,0.754577968270833,49.12001388888887,759.1,0.21899999999999997,5.358,12.19,0.0,10.11,26.5,0.0,0.0,-0.001,762.4,4.912,358.1,92.2,0.0,28.08,87.9,789.8,2.369267,170.2
2017-08-25,761.3124999999997,2.0754861111111103,126.44648611111114,30.754583333333333,0.008819444444444444,19.32965277777777,54.20111111111109,213.53522222222233,0.6406098739652778,40.63083333333332,760.5,0.024,3.807,4.24,0.0,10.52,19.05,0.0,0.0,-0.001,762.8,4.54,358.2,84.2,0.508,30.29,87.6,793.2,2.3796779999999997,166.7
2017-08-26,764.4395833333333,1.3486319444444443,131.8762430555556,31.617152777777783,0.0,20.968541666666667,42.02624999999998,248.18138194444452,0.7445450753958336,41.614131944444466,761.6,0.08900000000000001,2.211,10.94,0.0,8.69,16.17,0.0,0.0,-0.001,766.0,2.891,355.8,78.95,0.0,30.47,82.4,798.5,2.395369,161.7
2017-08-27,765.7458333333333,1.4851458333333336,136.86097222222216,27.807791666666656,0.0,20.875138888888873,39.01152777777778,260.577576388889,0.7817353102986112,46.12910416666667,763.9,0.233,6.8,7.742000000000001,0.0,9.12,9.19,0.0,0.0,-0.001,767.6,3.443,349.0,64.92,0.0,31.9,77.15,784.2,2.3525419999999997,154.3
2017-08-28,764.6513888888891,1.2098263888888894,130.01711111111115,29.545256944444457,0.0,21.512569444444456,38.17180555555554,253.48748611111102,0.760464145222222,44.35066666666665,762.6,0.064,1.554,5.2860000000000005,0.0,8.72,11.51,0.0,0.0,-0.001,766.4,3.198,345.5,84.3,0.0,33.93,75.62,783.2,2.349525,155.5
2017-08-29,763.901388888889,1.6153958333333327,126.29525,27.16576388888889,0.0,21.569027777777777,38.37027777777777,227.06170833333329,0.6812115398402778,42.62331944444444,762.3,0.24600000000000002,2.5469999999999997,10.51,0.0,11.01,13.76,0.0,0.0,-0.001,765.5,4.268,359.5,92.5,0.0,33.96,65.42,881.0,2.643425,164.5
2017-08-30,763.4083333333328,1.5756111111111106,140.06966666666668,28.247430555555564,0.0,20.83847222222223,44.19486111111112,166.848625,0.5005406500902777,29.812034722222208,762.3,0.102,3.1060000000000003,8.28,0.0,12.32,22.39,0.0,0.0,-0.001,764.4,4.349,355.4,79.59,0.0,29.78,69.93,848.0,2.5425590000000002,146.2
2017-08-31,763.1055555555555,1.9313680555555568,151.48879166666674,27.965763888888883,0.0,20.05083333333333,50.52888888888892,174.54791666666665,0.5236467842916664,26.275319444444435,762.0,0.040999999999999995,3.969,13.22,0.0,13.38,31.27,0.0,0.0,-0.001,764.2,4.1419999999999995,358.2,73.31,0.0,26.63,74.06,727.7,2.18305,119.2
2017-09-01,765.2999999999993,2.090520833333333,178.07870833333342,28.317083333333347,0.0,21.155347222222233,40.220069444444455,243.7871458333332,0.7313601705555556,41.762680555555534,762.7,0.418,3.7539999999999996,12.77,0.0,13.19,19.51,0.0,0.0,0.0,766.7,5.03,355.6,87.9,0.0,28.3,73.86,767.8,2.303401,150.5
2017-09-02,765.9416666666664,1.3687430555555562,129.29062500000003,26.523631944444446,0.0,20.483194444444443,42.48791666666667,244.09522222222228,0.7322808293055556,41.78785416666666,764.2,0.045,10.03,6.143,0.0,8.47,17.93,0.0,0.0,-0.001,767.5,2.614,351.0,59.62,0.0,31.77,78.37,760.7,2.281977,145.0
2017-09-03,765.5881944444445,1.3658958333333335,154.9529166666666,28.73069444444442,0.0,21.50618055555556,38.638611111111125,236.06386111111124,0.7081981630625003,37.33136805555556,764.1,0.191,22.36,14.12,0.0,10.31,8.59,0.0,0.0,-0.001,767.2,2.825,359.5,89.0,0.0,33.63,68.42,756.6,2.269947,140.4
2017-09-04,765.3451388888889,1.5342222222222226,76.26200694444444,25.836458333333322,0.0,20.46291666666666,37.20347222222224,198.53852777777774,0.5956041790138892,23.34011805555555,763.9,0.17,2.331,8.71,0.0,9.45,13.58,0.0,0.0,-0.001,766.5,3.609,345.7,76.01,0.0,33.32,66.99,692.0,2.075927,97.6
2017-09-05,765.8090277777776,1.881125,105.9543680555555,24.56905555555556,0.0,19.546805555555558,37.46000000000001,194.47123611111112,0.578637655138889,23.61243749999999,764.0,0.068,3.4189999999999996,6.034,0.0,10.79,13.1,0.0,0.0,-0.001,767.3,3.6439999999999997,358.6,90.1,0.0,31.67,59.24,646.6,1.9396630000000001,108.7
2017-09-06,764.1506944444443,0.9061388888888889,150.46351388888885,28.47456944444443,0.0,18.496555555555553,42.15215277777778,202.446875,0.6073424413819444,26.49572222222222,762.1,0.040999999999999995,0.45,5.935,0.0,7.434,8.51,0.0,0.0,-0.001,765.5,1.9480000000000002,358.8,76.63,0.0,31.16,74.61,680.4,2.041179,104.9
2017-09-07,762.3194444444448,1.2029791666666663,133.69828472222218,25.28180555555555,0.0,18.432013888888893,42.612361111111106,185.56054861111107,0.5566823382777777,20.952909722222216,760.5,0.213,3.303,9.45,0.0,8.58,15.79,0.0,0.0,-0.001,763.6,2.4930000000000003,358.1,82.0,0.0,28.6,76.04,626.1,1.878416,80.2
2017-09-08,761.8576388888888,1.605645833333334,130.66562500000003,26.477569444444434,0.0,18.988680555555547,45.71131944444447,198.403513888889,0.5952051739236108,36.38904166666665,760.6,0.182,13.03,10.11,0.0,9.56,24.07,0.0,0.0,-0.001,762.9,4.121,356.5,80.3,0.0,28.75,69.81,816.0,2.448039,155.0
2017-09-09,762.867361111111,1.8583819444444443,153.90540972222223,26.832013888888884,0.0,21.02958333333333,46.14145833333331,187.09629166666662,0.5612870260763887,35.41171527777778,762.0,0.198,2.9019999999999997,10.08,0.0,13.62,29.45,0.0,0.0,-0.001,764.0,4.208,355.5,81.8,0.0,28.56,65.46,771.3,2.313775,139.9
2017-09-10,765.129861111111,2.492166666666666,179.31847222222228,26.28506944444445,0.0,22.53506944444443,44.009930555555556,222.98036805555557,0.6689401374652778,41.67715277777778,763.5,0.361,29.02,16.3,0.0,16.7,29.58,0.0,0.0,-0.001,766.4,3.9010000000000002,241.5,48.18,0.0,27.96,65.73,754.3,2.262768,153.8
2017-09-11,765.7034722222223,1.4071597222222227,161.44529861111116,30.28958333333334,0.0,19.979236111111113,48.96611111111114,227.58368750000005,0.6827492254861112,41.57447222222223,763.9,0.126,2.623,8.11,0.0,10.16,21.67,0.0,0.0,-0.001,767.3,3.0580000000000003,358.8,69.04,0.0,29.64,81.1,721.9,2.165587,147.8
2017-09-12,762.3902777777776,2.0566597222222227,123.16187500000004,26.918819444444452,0.0,19.935486111111103,45.21666666666669,222.239375,0.6667152297569445,40.83114583333335,760.1,0.177,10.38,10.56,0.0,8.51,15.77,0.0,0.0,-0.001,764.1,7.24,318.9,71.0,0.0,30.66,80.4,720.2,2.160484,144.6
2017-09-13,758.6472222222226,4.03420138888889,190.42284722222234,23.25423611111112,0.0,21.760347222222233,42.85298611111111,225.951125,0.6778563389097223,42.79631944444444,756.5,0.425,57.27,13.15,0.0,14.76,27.92,0.0,0.0,-0.001,760.3,6.975,329.3,74.19,0.0,26.84,74.24,763.6,2.290809,157.8
2017-09-14,756.8159722222224,2.291326388888889,160.07881944444446,24.360416666666673,0.07584722222222219,16.341736111111118,67.38479166666667,92.76443055555562,0.27828526055555564,18.419131944444455,754.9,0.312,12.2,13.87,0.0,10.66,41.38,0.0,0.0,-0.304,758.0,4.883,353.0,74.91,1.524,21.05,93.5,737.6,2.212918,139.1
2017-09-15,757.8819444444442,2.4835833333333333,207.22347222222214,23.70958333333333,0.05997222222222219,7.478666666666665,87.77270833333331,32.74498611111112,0.09823534993055556,8.304680555555553,755.3,0.536,11.33,12.52,0.0,4.001,73.83,0.0,0.0,-0.198,760.8,5.954,354.7,55.53,0.508,11.45,95.1,236.0,0.7079335,59.07
2017-09-16,763.1555555555558,1.4825624999999993,196.57250694444446,26.53680555555555,0.0,6.554152777777777,68.88111111111112,143.9057916666667,0.43173071782638883,32.99997916666666,760.8,0.14400000000000002,6.501,10.61,0.0,2.8789999999999996,44.84,0.0,0.0,-0.726,764.4,2.989,355.7,66.58,0.0,12.19,89.3,813.0,2.4404060000000003,187.1
2017-09-17,761.6763888888884,1.6852361111111107,121.32347222222218,25.76756944444445,0.0,9.327937500000004,60.54986111111115,197.59575000000007,0.5927804677499999,40.828402777777775,759.6,0.609,9.88,9.77,0.0,0.7190000000000001,27.16,0.0,0.0,-0.006,764.2,3.543,355.2,80.7,0.0,18.53,93.9,739.1,2.217174,160.7
2017-09-18,756.972222222222,2.2442777777777785,164.90638888888896,27.674513888888892,0.0,11.302888888888887,61.73951388888887,103.58043749999997,0.3107337565833334,22.98938194444444,753.1,0.508,0.75,11.55,0.0,4.56,28.79,0.0,0.0,-0.011000000000000001,759.5,6.1979999999999995,357.3,71.54,0.0,19.58,85.0,676.2,2.028534,146.7
2017-09-19,755.5715277777775,5.323687499999999,208.22291666666663,19.77152777777777,0.017638888888888888,7.954131944444445,66.44430555555559,112.1362847222222,0.3364137049791667,24.774993055555562,752.9,2.3819999999999997,145.0,12.27,0.0,5.053999999999999,38.73,0.0,0.0,-0.043,757.4,7.192,324.0,40.12,0.508,12.15,90.5,696.5,2.089643,156.7
2017-09-20,755.5631944444447,4.3272152777777775,195.1006944444444,20.351319444444435,0.01411111111111111,9.957527777777779,52.77562500000001,121.13160416666672,0.3634003943263888,26.41295138888886,753.5,1.682,154.0,12.49,0.0,4.795,33.12,0.0,0.0,-0.002,757.5,7.791,233.2,29.84,0.508,16.26,90.2,721.0,2.1631080000000003,156.7
2017-09-21,755.8284722222219,1.8992986111111112,184.1540277777778,27.039652777777768,0.11641666666666656,4.887819444444445,89.06805555555553,51.125701388888885,0.15337196390972221,15.19873611111112,754.7,0.213,2.04,11.7,0.0,3.403,81.2,0.0,0.0,-0.057999999999999996,757.0,5.056,344.3,94.7,0.762,7.51,95.6,242.1,0.7263528,71.15
2017-09-22,757.8819444444448,1.8846805555555564,203.74395833333338,21.691666666666666,0.008819444444444444,5.110520833333336,83.7729861111112,44.66974305555555,0.1340110792291667,13.224645833333334,755.5,0.22399999999999998,38.93,12.62,0.0,3.627,67.31,0.0,0.0,0.05,760.4,4.2410000000000005,301.1,51.3,0.254,7.221,95.9,254.3,0.7629227,78.53
2017-09-23,760.4263888888885,1.3192638888888895,180.99312500000002,30.905541666666668,0.0,6.007687499999998,66.63749999999999,195.12204861111115,0.5853723084861111,37.68879166666666,759.3,0.026000000000000002,1.273,2.064,0.0,-1.224,35.73,0.0,0.0,0.017,761.7,4.004,358.9,98.0,0.0,13.11,96.5,715.2,2.145585,147.1
2017-09-24,759.9451388888891,1.7750416666666664,199.01768055555556,26.076659722222228,0.0,7.654562500000002,56.832916666666684,185.7924861111111,0.5573670192152778,33.30568055555555,758.9,0.0,0.0,0.0,0.0,0.722,33.22,0.0,0.0,0.006999999999999999,762.1,5.539,358.8,58.11,0.0,15.3,83.4,878.0,2.633251,159.1
2017-09-25,762.7798611111109,1.7349513888888888,182.17230555555557,25.561868055555543,0.0,7.489444444444445,54.264791666666646,167.91777083333335,0.5037617327083334,30.405277777777783,761.7,0.061,2.781,7.526,0.0,-0.401,27.82,0.0,0.0,0.0,763.8,3.0460000000000003,348.3,60.79,0.0,14.41,92.1,815.0,2.4460029999999997,140.2
2017-09-26,764.7541666666666,1.0064722222222222,132.0031666666667,28.24229861111111,0.0,9.815562500000004,59.81229166666669,178.6739930555555,0.5360214315555555,32.73581944444442,763.3,0.079,0.846,5.747000000000001,0.0,4.033,32.86,0.0,0.0,-0.001,766.2,2.6889999999999996,359.7,78.6,0.0,17.47,85.9,675.0,2.024852,133.9
2017-09-27,766.2680555555557,1.003861111111111,173.34519444444447,29.358055555555566,0.0,9.817430555555553,59.74284722222225,204.30154166666662,0.6128983136249999,34.429048611111114,764.6,0.047,3.6639999999999997,0.948,0.0,1.006,22.06,0.0,0.0,-0.002,767.6,2.1919999999999997,359.3,77.57,0.0,20.01,93.6,676.2,2.028653,130.5
2017-09-28,765.7548611111112,1.0257361111111116,166.70277083333337,28.52317361111111,0.0,11.380395833333335,52.56465277777775,202.01895833333333,0.6060512244791669,33.64981249999999,763.7,0.011000000000000001,1.291,2.9410000000000003,0.0,1.042,23.98,0.0,0.0,-0.001,767.2,2.185,357.2,89.1,0.0,21.23,87.9,671.0,2.012945,127.9
2017-09-29,762.973611111111,1.728493055555555,160.47829166666668,27.116041666666657,0.0,11.332229166666673,58.06902777777774,165.33683333333337,0.4960074100069447,28.465777777777767,760.4,0.188,4.755,7.74,0.0,2.665,31.75,0.0,0.0,-0.001,764.8,3.6489999999999996,359.2,73.97,0.0,19.97,85.2,684.3,2.0529,125.0
2017-09-30,759.5236111111105,2.722909722222222,145.96391666666665,23.66194444444444,0.04056944444444445,9.854375000000003,76.4368055555556,70.45270138888887,0.211362977875,14.262763888888868,758.2,0.23,1.431,9.43,0.0,5.968999999999999,47.6,0.0,0.0,-0.002,760.5,6.102,256.7,67.35,1.778,14.17,90.8,363.8,1.091275,70.5
2017-10-01,758.7222222222222,2.1530694444444447,186.07554861111115,23.59,0.010583333333333333,4.945715277777778,78.59791666666668,85.55311111111111,0.256655971375,21.545791666666673,758.0,0.276,0.06,8.7,0.0,0.981,57.59,0.0,0.0,0.006999999999999999,759.5,4.9510000000000005,359.2,75.34,0.254,8.21,93.4,560.6,1.681655,153.5
2017-10-02,759.4562499999997,1.4738750000000005,146.66109027777773,25.691111111111095,0.0035277777777777777,4.7366666666666655,74.94909722222224,133.94384722222222,0.4018330777708332,26.386840277777775,758.3,0.111,0.522,9.22,0.0,1.615,36.95,0.0,0.0,0.003,762.2,4.444,353.8,74.85,0.508,10.66,93.6,793.3,2.379911,146.2
2017-10-03,764.9541666666669,2.128993055555556,63.155569444444446,23.35631944444443,0.0,4.865465277777778,63.556319444444426,189.08566666666667,0.5672500853472223,32.591125000000005,762.1,0.077,0.032,11.95,0.0,-0.28800000000000003,33.88,0.0,0.0,0.0,766.6,3.728,196.6,58.24,0.0,11.25,90.9,650.2,1.9506830000000002,126.8
2017-10-04,763.8208333333333,2.6077708333333316,125.11438194444447,22.031458333333333,0.005291666666666667,5.767243055555552,69.29784722222217,76.7973194444444,0.23038883843055555,14.904534722222227,761.0,0.354,0.7909999999999999,8.29,0.0,0.59,45.49,0.0,0.0,-0.001,766.9,6.257999999999999,356.0,92.1,0.254,11.75,88.5,424.2,1.272638,72.38
2017-10-05,764.9513888888889,1.0433541666666664,184.8923402777778,28.748166666666666,0.0,6.600520833333334,63.766319444444484,175.37262499999997,0.5261154307361111,28.915284722222225,763.1,0.044000000000000004,4.3919999999999995,2.6060000000000003,0.0,-1.4280000000000002,31.08,0.0,0.0,-0.002,766.8,2.528,359.7,86.1,0.0,14.01,96.0,707.1,2.1213,125.4
2017-10-06,763.4000000000001,3.0544444444444463,169.1400277777778,22.190902777777783,0.0,7.062020833333336,63.53805555555558,171.5463958333333,0.5146444282291666,29.851756944444453,760.9,0.276,3.793,9.17,0.0,-2.1630000000000003,39.97,0.0,0.0,-0.003,764.6,5.672999999999999,353.3,68.71,0.0,13.9,93.4,663.7,1.9912330000000003,120.9
